@relation camel

@attribute fqCaller string
@attribute fqCalls string

@data
'org.openehealth.ipf.platform.camel.ihe.hl7v2.intercept.AcceptanceInterceptorUtils.processRequest','org.apache.camel.Exchange.getIn'
'com.villemos.ispace.enricher.AcronymDetector.process','org.apache.camel.impl.DefaultExchange.<init> org.apache.camel.Exchange.getIn org.apache.camel.CamelContext.createProducerTemplate'
'org.mokai.impl.camel.ActionsProcessor.process','org.apache.camel.Exchange.getIn org.apache.camel.Exchange.getContext org.apache.camel.Exchange.setProperty'
'org.mokai.impl.camel.ActionsProcessor.ActionsExecutor.doRoute','org.apache.camel.Processor.<init> org.apache.camel.ProducerTemplate.send'
'org.mokai.impl.camel.ActionsProcessor.ActionsExecutor.process','org.apache.camel.Exchange.getIn'
'org.fusesource.fabric.fab.sample.camel.Activator.startCamel','org.apache.camel.impl.DefaultCamelContext.<init> org.apache.camel.impl.converter.CorePackageScanClassResolver.<init> org.apache.camel.impl.converter.CorePackageScanClassResolver.<init> org.apache.camel.impl.DefaultCamelContext.getInjector org.apache.camel.impl.DefaultCamelContext.getFactoryFinder org.apache.camel.impl.converter.DefaultTypeConverter.<init> org.apache.camel.impl.DefaultCamelContext.setTypeConverterRegistry org.apache.camel.builder.RouteBuilder.<init> org.apache.camel.impl.DefaultCamelContext.addRoutes org.apache.camel.impl.DefaultCamelContext.start'
'org.fusesource.fabric.fab.sample.camel.Activator.stopCamel','org.apache.camel.impl.DefaultCamelContext.stop'
'org.fusesource.fabric.fab.sample.camel.Activator.start','org.apache.camel.core.osgi.OsgiDefaultCamelContext.<init> org.apache.camel.builder.RouteBuilder.<init> org.apache.camel.CamelContext.addRoutes org.apache.camel.CamelContext.start'
'org.fusesource.fabric.fab.sample.camel.Activator.stop','org.apache.camel.CamelContext.stop'
'org.fusesource.fabric.fab.sample.camel.Activator.startCamel','org.apache.camel.impl.DefaultCamelContext.<init> org.apache.camel.impl.converter.CorePackageScanClassResolver.<init> org.apache.camel.impl.converter.CorePackageScanClassResolver.<init> org.apache.camel.impl.DefaultCamelContext.getInjector org.apache.camel.impl.DefaultCamelContext.getFactoryFinder org.apache.camel.impl.converter.DefaultTypeConverter.<init> org.apache.camel.impl.DefaultCamelContext.setTypeConverterRegistry org.apache.camel.builder.RouteBuilder.<init> org.apache.camel.impl.DefaultCamelContext.addRoutes org.apache.camel.impl.DefaultCamelContext.start'
'org.fusesource.fabric.fab.sample.camel.Activator.stopCamel','org.apache.camel.impl.DefaultCamelContext.stop'
'org.fusesource.fabric.fab.sample.camel.Activator.startCamel','org.apache.camel.impl.DefaultCamelContext.<init> org.apache.camel.impl.converter.CorePackageScanClassResolver.<init> org.apache.camel.impl.converter.CorePackageScanClassResolver.<init> org.apache.camel.impl.DefaultCamelContext.getInjector org.apache.camel.impl.DefaultCamelContext.getFactoryFinder org.apache.camel.impl.converter.DefaultTypeConverter.<init> org.apache.camel.impl.DefaultCamelContext.setTypeConverterRegistry org.apache.camel.builder.RouteBuilder.<init> org.apache.camel.impl.DefaultCamelContext.addRoutes org.apache.camel.impl.DefaultCamelContext.start'
'org.fusesource.fabric.fab.sample.camel.Activator.stopCamel','org.apache.camel.impl.DefaultCamelContext.stop'
'org.fusesource.fabric.fab.sample.camel.Activator.start','org.apache.camel.core.osgi.OsgiDefaultCamelContext.<init> org.apache.camel.builder.RouteBuilder.<init> org.apache.camel.CamelContext.addRoutes org.apache.camel.CamelContext.start'
'org.fusesource.fabric.fab.sample.camel.Activator.stop','org.apache.camel.CamelContext.stop'
'org.apache.activemq.camel.component.ActiveMQComponent.convertPathToActualDestination','org.apache.camel.util.IntrospectionSupport.extractProperties org.apache.camel.util.URISupport.createQueryString org.apache.camel.util.ObjectHelper.wrapRuntimeCamelException org.apache.camel.util.ObjectHelper.isNotEmpty'
'org.apache.activemq.camel.component.ActiveMQConfigureTest.testJmsTemplateUsesPoolingConnectionFactory','org.apache.camel.component.jms.JmsEndpoint.createProducer org.apache.camel.component.jms.JmsProducer.getInOutTemplate'
'org.apache.activemq.camel.component.ActiveMQConfigureTest.testJmsTemplateUsesSingleConnectionFactory','org.apache.camel.component.jms.JmsEndpoint.createProducer org.apache.camel.component.jms.JmsProducer.getInOutTemplate'
'org.apache.activemq.camel.component.ActiveMQConfigureTest.testSessionTransactedWithoutTransactionManager','org.apache.camel.component.jms.JmsEndpoint.getConfiguration org.apache.camel.component.jms.JmsEndpoint.isTransacted org.apache.camel.component.jms.JmsConfiguration.isTransacted org.apache.camel.component.jms.JmsEndpoint.getTransactionManager org.apache.camel.component.jms.JmsConfiguration.getTransactionManager'
'org.apache.activemq.camel.component.ActiveMQConfigureTest.testJmsTemplateDoesNotUsePoolingConnectionFactory','org.apache.camel.component.jms.JmsEndpoint.createProducer org.apache.camel.component.jms.JmsProducer.getInOutTemplate'
'org.apache.activemq.camel.component.ActiveMQConfigureTest.testListenerContainerUsesSpringConnectionFactory','org.apache.camel.processor.CamelLogger.<init> org.apache.camel.component.jms.JmsEndpoint.createConsumer org.apache.camel.component.jms.JmsConsumer.getListenerContainer'
'org.apache.activemq.camel.component.ActiveMQJmsHeaderRouteForceTest.configure','org.apache.camel.Processor.<init>'
'org.apache.activemq.camel.component.ActiveMQJmsHeaderRouteForceTest.process','org.apache.camel.Exchange.getIn org.apache.camel.component.jms.JmsMessage.getJmsMessage org.apache.camel.component.jms.JmsMessage.getJmsMessage org.apache.camel.component.jms.JmsMessage.getJmsMessage'
'org.apache.activemq.camel.component.ActiveMQJmsHeaderRouteForceTest.createRouteBuilder','org.apache.camel.builder.RouteBuilder.<init>'
